	Unnamed: 0	sentence	label	topic_label	old_word_based_cf_sentence	cf_sentence
6572	6572	yeah well _twitter-entity_ is drunk .	1	0	yeah well _twitter-entity_ is drunk .	Yeah, well _twitter-entity_ be messin' 'round, drinkin' like that.
6573	6573	i don't want to go home though	0	0	i don't want to go home though	"""Ain't tryna go home, tho."""
6574	6574	tf is emilee singing right now	1	0	tf is emilee singing right now	"?

Is Emilee singin' right now?"
6575	6575	my girl wanna hit the strip club up wit me before we go back to school real shit #day1	1	1	my girl wanna hit the strip club up wit me before we go back to school real shit #day1	My girlfriend wants to go to the club with me before we go back to college. It's a real thing #firstday.
6576	6576	_twitter-entity_ i'm good tho best i swallow my kids	0	1	_twitter-entity_ i'm good tho best i swallow my kids	"then bake

I'm doing well, the best I can do is take care of my children and then bake something."
6577	6577	_twitter-entity_ _twitter-entity_ _twitter-entity_ yeah blame us , it's always us	1	0	_twitter-entity_ _twitter-entity_ _twitter-entity_ yeah blame us , it's always us	Twitter-entity yo Twitter-entity yo Twitter-entity, a'ight, blame us, 's still us.
6578	6578	"\ _twitter-entity_ : when asian boul got off the bus his eyes was low ashit "" that's how yours be """	1	1	"\ _twitter-entity_ : when asian boul got off the bus his eyes was low ashit "" that's how yours be """	"When Asian guy got off the bus, his eyes were downcast. ""That's how you act,"" he said."
6579	6579	i really just not wanna go to school today , can't we all just have a sick day ???	0	0	i really just not wanna go to school today , can't we all just have a sick day ???	I really just don't wanna go to school today, can we all just have a sick day, ayy?!
6580	6580	"jr talkin bout \hol up hol up ooh ooh all my stuff ooh ooh """""	1	1	"jr talkin bout \hol up hol up ooh ooh all my stuff ooh ooh """""	Hold up, hold up, oh wow all my stuff, oh wow.
6581	6581	ugghh i don't even wanna go to school today	0	1	ugghh i don't even wanna go to school today	Oh no, I don't really want to go to school today.
6582	6582	_twitter-entity_ this is a little late but they're giving out free christmas trees at food lion	1	0	_twitter-entity_ this is a little late but they're giving out free christmas trees at food lion	This is a little late but they be givin' out free Christmas trees at Food Lion!
6583	6583	_twitter-entity_ no problem & amp ; thank you too !	1	1	_twitter-entity_ no problem & amp ; thank you too !	No problem and thank you too!
6584	6584	_twitter-entity_ lmao yu acting petty anita	0	1	_twitter-entity_ lmao yu acting petty anita	Laughing my ass off, you're acting a bit childish, Anita.
6585	6585	bladi stole my victoria secret phone case last night and he is using it	1	0	bladi stole my victoria secret phone case last night and he is using it	Bladi done swiped mah Victoria Secret phone case last night and he's rockin' it!
6586	6586	i never have time for naps anymore #sotired	0	0	i never have time for naps anymore #sotired	I ain't got no time for no naps no mo' #sosotired.
6587	6587	he really making me mad	0	1	he really making me mad	He really getting on my nerves.
6588	6588	_twitter-entity_ ill take a picture for you	1	0	_twitter-entity_ ill take a picture for you	Ill snap a pic fo' ya.
6589	6589	_twitter-entity_ the kid in the back thought you were taking a picture of him	1	0	_twitter-entity_ the kid in the back thought you were taking a picture of him	The kid in da back thought ya wuz takin' a pic of 'em.
6590	6590	good that i left my apush notebook at home and chapter 6 is due today	0	0	good that i left my apush notebook at home and chapter 6 is due today	Good that I left my APUSH notebook at home 'cause chapter 6 is due today.
6591	6591	with me _twitter-entity_ & amp ; _twitter-entity_ all together tonight there's bound to be trouble	1	0	with me _twitter-entity_ & amp ; _twitter-entity_ all together tonight there's bound to be trouble	With me @twitter-entity and @twitter-entity all together tonight, we bout to make some noise!
6592	6592	_twitter-entity_ good morning stranger	0	1	_twitter-entity_ good morning stranger	Good morning, friend!
6593	6593	_twitter-entity_ dead ass walked away from these imessages tho	0	1	_twitter-entity_ dead ass walked away from these imessages tho	_twitter-entity_ totally walked away from these messages though.
6594	6594	_twitter-entity_ and my mom in the market today	1	0	_twitter-entity_ and my mom in the market today	Me and my mama out shoppin' at da market today!
6595	6595	i kno ima get blessd for wat i juz did	1	1	i kno ima get blessd for wat i juz did	I know I'm going to be rewarded for what I just did.
6596	6596	however my response snap was absolutely perfect	1	0	however my response snap was absolutely perfect	However my response snap was absolutely flawless.
6597	6597	so this is how it feels to want someone that doesn't want you .... what an unsettling feeling this is indeed	0	0	so this is how it feels to want someone that doesn't want you .... what an unsettling feeling this is indeed	So this is how it feel to want somebody and them not wantin' you back... Man, that's messin' with ya.
6598	6598	my face is so hot right now	1	0	my face is so hot right now	My face is so fire right now!
6599	6599	"my son just jumped out his sleep saying \ aye freeze i said freeze all the way "" """	0	1	"my son just jumped out his sleep saying \ aye freeze i said freeze all the way "" """	"My son just woke up suddenly and exclaimed, ""Hey! Stop! I said stop, stop all the way!"""
6600	6600	want a pair of jordan 10s sooo bad	0	0	want a pair of jordan 10s sooo bad	I really want some Jordan 10s so bad!
6601	6601	getting photos printed i feel like a real photographer	1	0	getting photos printed i feel like a real photographer	Getting these prints be like I'm really a photographer.
6602	6602	ben's leaving and i might have to recount all the ballots by myself ...	1	0	ben's leaving and i might have to recount all the ballots by myself ...	Ben's leavin' and I might have ta recount all them ballots by mahse'f...
6603	6603	yay i get to play ruzzle with _twitter-entity_ can't wait even though she probably going to whoop my ass it's fun though	1	1	yay i get to play ruzzle with _twitter-entity_ can't wait even though she probably going to whoop my ass it's fun though	Wow, I get to play Ruzzle with _twitter-entity_! Can't wait, even though she's probably going to beat me, it will still be fun.
6604	6604	it's safe to say i'm sick	0	0	it's safe to say i'm sick	"of it

It's safe to say I'm real bout done with it."
6605	6605	lmao â _twitter-entity_ : i'm on a drought so the next nigga that i have sex with , we go together cause i ain't with the drought life â	1	1	lmao â _twitter-entity_ : i'm on a drought so the next nigga that i have sex with , we go together cause i ain't with the drought life â	"LOL "" _Twitter_entity_: I'm not having much luck with dating, so the next person I'm intimate with and I better hit it off, because I'm not down for this singledom."""
6606	6606	i stay biting my fckn gums	0	1	i stay biting my fckn gums	I keep chewing on my darn teeth.
6607	6607	joey ramone invented punk rock music , but first came hebrew school	1	0	joey ramone invented punk rock music , but first came hebrew school	Joey Ramone invented punk rock music, but first came Hebrew school.
6608	6608	omfg im ready to strap my brother to a pole and light the bottom on fire â	0	0	omfg im ready to strap my brother to a pole and light the bottom on fire â	Omfg, I'm ready to git lit and have my brother dancin' round the pole!
6609	6609	_twitter-entity_ _twitter-entity_ lmfao ! okay !	1	0	_twitter-entity_ _twitter-entity_ lmfao ! okay !	_Twitter-entity_ _twitter-entity_ Lawd have mercy! Alright den!
6610	6610	oh guys i cut my hair	1	0	oh guys i cut my hair	Oh y'all, I chopped my hair off.
6611	6611	when i'm craving something , but have no idea what & lt ; & lt ; & lt ; & lt ; & lt ;	0	0	when i'm craving something , but have no idea what & lt ; & lt ; & lt ; & lt ; & lt ;	When I'm feelin' in the mood for somethin', but ain't got no clue what it is.
6612	6612	the steelers piss me off . #ineedadrink	0	0	the steelers piss me off . #ineedadrink	The Steelers be messin' me up, yo. #gottaGitMeA Drank.
6613	6613	_twitter-entity_ . i wannaaa come to caaaaalii	0	1	_twitter-entity_ . i wannaaa come to caaaaalii	"ifooonia

I really want to come to California."
6614	6614	we gonna see how long that shit last	0	1	we gonna see how long that shit last	We are going to see how long that lasts.
6615	6615	i'm tired but can't sleep .	0	1	i'm tired but can't sleep .	I'm exhausted but can't seem to fall asleep.
6616	6616	heats dont do , them boyss lol just to make oomfs , madd !!! manman yuu see this	1	1	heats dont do , them boyss lol just to make oomfs , madd !!! manman yuu see this	"s

Those guys are just trying to show off, wow! Can you believe that?"
6617	6617	_twitter-entity_ i love you	1	0	_twitter-entity_ i love you	Ahhh, mah sweetie! Ah luh yooh!
6618	6618	stomach bug i hate you	0	0	stomach bug i hate you	Stomache bug, I can't stand you!
6619	6619	why does work exist on weekends	0	0	why does work exist on weekends	Why work gotta be 'round on the weekends?
6620	6620	the snow is gorgeous though . i'm allowed to take pictures and be excited because this is all new for me âï¸	1	0	the snow is gorgeous though . i'm allowed to take pictures and be excited because this is all new for me âï¸	The snow is gorgeous doe. I'm able to take pictures and be hype 'cause this all new to me âï¸
6621	6621	_twitter-entity_ i hate this !	0	0	_twitter-entity_ i hate this !	I sho' don't like this!
6622	6622	aggressive sex & gt ; & gt ; & gt ; & gt ; & gt ;	1	1	aggressive sex & gt ; & gt ; & gt ; & gt ; & gt ;	Rough sex >> >> >> >> >>
6623	6623	"no - \ _twitter-entity_ : is sam on today #gh """""	0	1	"no - \ _twitter-entity_ : is sam on today #gh """""	No, is Sam in today? #GH
6624	6624	chandler is watching titanic	1	0	chandler is watching titanic	Chandler be watchin' Titanic.
6625	6625	iwish ihada seen my big brother jawanz when he came down here	0	1	iwish ihada seen my big brother jawanz when he came down here	I wish I had seen my big brother Juan when he came down here.
6626	6626	my mother wanna be playing on my phone early in the morning she has no life	0	1	my mother wanna be playing on my phone early in the morning she has no life	My mom wants to be playing on my phone early in the morning; she doesn't have much going on.
6627	6627	the snaps _twitter-entity_ and _twitter-entity_ just sent me lmao	1	0	the snaps _twitter-entity_ and _twitter-entity_ just sent me lmao	The snaps _twitter-entity_ and _twitter-entity_ just had me crackin' up!
6628	6628	i'm in such a mad/sad/bad mood .	0	0	i'm in such a mad/sad/bad mood .	I'm 'bout in a real bad/sad mood.
6629	6629	i have three mosquito bites that itch soooooooooo bad	0	0	i have three mosquito bites that itch soooooooooo bad	I got three mosquito bites that itch so bad, I'm 'bout to go crazy!
6630	6630	im sleepy .. and school tomar	0	1	im sleepy .. and school tomar	"ra

I'm feeling sleepy.. and school tomorrow."
6631	6631	don't save these hoes , they don't wanna be saved !	1	1	don't save these hoes , they don't wanna be saved !	Don't try to help these women, they don't want assistance!
6632	6632	still no luck finding a place to rent ! i give up terre haute	0	0	still no luck finding a place to rent ! i give up terre haute	Still no luck findin' a place to rent! I throw up my hands in Terre Haute.
6633	6633	_twitter-entity_ hahaha it was so funny haha well played babe , well played âº	1	0	_twitter-entity_ hahaha it was so funny haha well played babe , well played âº	_twitter-entity_ Hahaha, dat was too funny, dang! Well played, boo! Well played âº
